prime_mover_no	fuel_1_no	UTILNAME	PLTNAME	year	net.generation.annual	fuel.consumption	fuel.stock	plant_code	fuel_1	prime_mover
1		BANGOR HYDRO ELECTRIC CO	ELLSWORTH	1996	37615	0	0	1469	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	HOWLAND	1996	7659	0	0	1472	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	MEDWAY	1996	29175	0	0	1474	WAT	HY
3	2	BANGOR HYDRO ELECTRIC CO	MEDWAY	1996	112	202	461	1474	FO2	IC
1		BANGOR HYDRO ELECTRIC CO	MILFORD	1996	48843	0	0	1475	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	ORONO	1996	2471	0	0	1476	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	STILLWATER	1996	10278	0	0	1478	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	VEAZIE A	1996	54599	0	0	1479	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	VEAZIE B	1996	0	0	0	7199	WAT	HY
3	2	BANGOR HYDRO ELECTRIC CO	BAR HARBOR	1996	255	473	674	1466	FO2	IC
3	2	BANGOR HYDRO ELECTRIC CO	EASTPORT	1996	224	389	421	1468	FO2	IC
1		CENTRAL MAINE POWER CO	ANDROSCOG 3	1996	29947	0	0	1480	WAT	HY
1		CENTRAL MAINE POWER CO	BAR MILLS	1996	22779	0	0	1481	WAT	HY
1		CENTRAL MAINE POWER CO	BONNY EAGLE	1996	61028	0	0	1482	WAT	HY
1		CENTRAL MAINE POWER CO	CATARACT	1996	44770	0	0	1486	WAT	HY
1		CENTRAL MAINE POWER CO	CONTINENTAL	1996	2389	0	0	1487	WAT	HY
1		CENTRAL MAINE POWER CO	DEER RIP 1	1996	39465	0	0	1488	WAT	HY
1		CENTRAL MAINE POWER CO	FT HALIFAX	1996	8003	0	0	1490	WAT	HY
1		CENTRAL MAINE POWER CO	GULF ISLAND	1996	156528	0	0	1491	WAT	HY
1		CENTRAL MAINE POWER CO	HARRIS	1996	315552	0	0	1492	WAT	HY
1		CENTRAL MAINE POWER CO	HIRAM	1996	67973	0	0	1493	WAT	HY
1		CENTRAL MAINE POWER CO	MESALONSK 2	1996	13013	0	0	1497	WAT	HY
1		CENTRAL MAINE POWER CO	MESALONSK 3	1996	7784	0	0	1498	WAT	HY
1		CENTRAL MAINE POWER CO	MESALONSK 5	1996	6846	0	0	1500	WAT	HY
1		CENTRAL MAINE POWER CO	NO GORHAM	1996	11891	0	0	1501	WAT	HY
1		CENTRAL MAINE POWER CO	SHAWMUT	1996	57551	0	0	1504	WAT	HY
1		CENTRAL MAINE POWER CO	SKELTON	1996	124968	0	0	1505	WAT	HY
1		CENTRAL MAINE POWER CO	WEST BUXTON	1996	42002	0	0	1508	WAT	HY
1		CENTRAL MAINE POWER CO	WESTON	1996	87653	0	0	1509	WAT	HY
1		CENTRAL MAINE POWER CO	WILLIAMS	1996	106284	0	0	1510	WAT	HY
1		CENTRAL MAINE POWER CO	WYMAN HYDRO	1996	423272	0	0	1511	WAT	HY
4	2	CENTRAL MAINE POWER CO	CAPE	1996	-266	798	5885	1484	FO2	GT
2	2	CENTRAL MAINE POWER CO	WYMAN STEAM	1996	4835	9875	2176	1507	FO2	ST
2	3	CENTRAL MAINE POWER CO	WYMAN STEAM	1996	617629	1141992	581211	1507	FO6	ST
3	2	CENTRAL MAINE POWER CO	ISLESBORO	1996	0	0	0	1494	FO2	IC
3	2	CENTRAL MAINE POWER CO	PEAK IS	1996	0	0	0	1502	FO2	IC
1		CENTRAL MAINE POWER CO	BRUNSWICK	1996	112687	0	0	1483	WAT	HY
1		CENTRAL MAINE POWER CO	W CHANNEL	1996	-148	0	0	695	WAT	HY
1		CENTRAL MAINE POWER CO	BATES UPPER	1996	2742	0	0	7044	WAT	HY
1		CENTRAL MAINE POWER CO	BATES LOWER	1996	0	0	0	7045	WAT	HY
1		CENTRAL MAINE POWER CO	ANDRO LOWER	1996	199	0	0	7047	WAT	HY
1		CENTRAL MAINE POWER CO	HILL MILL	1996	2624	0	0	7048	WAT	HY
1		CENTRAL MAINE POWER CO	C E MONTY	1996	165601	0	0	805	WAT	HY
1		CENTRAL MAINE POWER CO	SMELT HILL	1996	1759	0	0	7514	WAT	HY
2	B	CENTRAL MAINE POWER CO	AROOSTOOK V	1996	682	0	0	7513	WD	ST
1		MAINE PUBLIC SERVICE CO	CARIBOU	1996	5167	0	0	1513	WAT	HY
2	3	MAINE PUBLIC SERVICE CO	CARIBOU	1996	-366	25	286	1513	FO6	ST
3	2	MAINE PUBLIC SERVICE CO	CARIBOU	1996	-420	265	1028	1513	FO2	IC
1		MAINE PUBLIC SERVICE CO	SQUA PAN	1996	776	0	0	1516	WAT	HY
3	2	MAINE PUBLIC SERVICE CO	FLOS INN	1996	-248	161	223	1514	FO2	IC
3	2	MAINE PUBLIC SERVICE CO	HOULTON	1996	0	0	0	1515	FO2	IC
2	1	MAINE YANKEE ATOMIC PWR C	MAIN YANKEE	1996	5062017	0	0	1517	UR	ST
1		LEWISTON (CITY OF)	ANDRO UPPER	1996	3948	0	0	7046	WAT	HY
1		MADISON (CITY OF)	NORRIDGEWCK	1996	2	0	0	6701	WAT	HY
3	2	EASTERN MAINE ELEC COOP	PORTABLE	1996	0	0	0	6366	FO2	IC
3	2	SWANS ISLAND ELEC COOP	MINTURN	1996	0	0	0	1550	FO2	IC
1		NEW ENGLAND POWER CO	COMERFORD	1996	411858	0	0	2349	WAT	HY
1		NEW ENGLAND POWER CO	MCINDOES	1996	59097	0	0	6483	WAT	HY
1		NEW ENGLAND POWER CO	S C MOORE	1996	374881	0	0	2351	WAT	HY
1		NEW ENGLAND POWER CO	VERNON	1996	86823	0	0	2352	WAT	HY
1		NEW ENGLAND POWER CO	WILDER	1996	107299	0	0	2353	WAT	HY
2	1	PUB SERV CO OF NEW HAMP	SEABROOK	1996	9844744	0	0	6115	UR	ST
1		PUB SERV CO OF NEW HAMP	AMOSKEAG	1996	101786	0	0	2354	WAT	HY
1		PUB SERV CO OF NEW HAMP	AYERS IS	1996	49435	0	0	2355	WAT	HY
1		PUB SERV CO OF NEW HAMP	EASTMAN FLS	1996	24797	0	0	2356	WAT	HY
1		PUB SERV CO OF NEW HAMP	GARVIN FLS	1996	50981	0	0	2357	WAT	HY
1		PUB SERV CO OF NEW HAMP	GORHAM	1996	12784	0	0	2358	WAT	HY
1		PUB SERV CO OF NEW HAMP	HOOKSETT	1996	8610	0	0	2359	WAT	HY
1		PUB SERV CO OF NEW HAMP	JACKMAN	1996	14899	0	0	2360	WAT	HY
1		PUB SERV CO OF NEW HAMP	SMITH STA	1996	122350	0	0	2368	WAT	HY
4	2	PUB SERV CO OF NEW HAMP	LOST NATION	1996	-53	200	1055	2362	FO2	GT
2	2	PUB SERV CO OF NEW HAMP	MERRIMACK	1996	522	774	196	2364	FO2	ST
2	6	PUB SERV CO OF NEW HAMP	MERRIMACK	1996	2645847	1033690	265237	2364	BIT	ST
4	2	PUB SERV CO OF NEW HAMP	MERRIMACK	1996	124	838	669	2364	FO2	GT
2	3	PUB SERV CO OF NEW HAMP	SCHILLER	1996	32075	62161	1703	2367	FO6	ST
2	6	PUB SERV CO OF NEW HAMP	SCHILLER	1996	663848	335258	94245	2367	BIT	ST
4	2	PUB SERV CO OF NEW HAMP	SCHILLER	1996	-8	280	1716	2367	FO2	GT
4	9	PUB SERV CO OF NEW HAMP	SCHILLER	1996	280	3325	0	2367	NG	GT
4	2	PUB SERV CO OF NEW HAMP	WHITE LAKE	1996	15	267	1716	2369	FO2	GT
2	2	PUB SERV CO OF NEW HAMP	NEWINGTON	1996	11902	23998	1766	8002	FO2	ST
2	3	PUB SERV CO OF NEW HAMP	NEWINGTON	1996	793666	1419814	466783	8002	FO6	ST
2	9	PUB SERV CO OF NEW HAMP	NEWINGTON	1996	0	0	0	8002	NG	ST
1		CENTRAL VT PUB SERV CORP	ARNOLD FLS	1996	1838	0	0	3707	WAT	HY
1		CENTRAL VT PUB SERV CORP	CAVENDISH	1996	6592	0	0	3710	WAT	HY
1		CENTRAL VT PUB SERV CORP	CLARKS FLS	1996	17249	0	0	3711	WAT	HY
1		CENTRAL VT PUB SERV CORP	FAIRFAX	1996	24476	0	0	3712	WAT	HY
1		CENTRAL VT PUB SERV CORP	GAGE	1996	3211	0	0	3713	WAT	HY
1		CENTRAL VT PUB SERV CORP	GLEN	1996	10029	0	0	3714	WAT	HY
1		CENTRAL VT PUB SERV CORP	LW MIDLEBRY	1996	8774	0	0	3716	WAT	HY
1		CENTRAL VT PUB SERV CORP	MILTON	1996	43411	0	0	3717	WAT	HY
1		CENTRAL VT PUB SERV CORP	PASSUMPSIC	1996	3898	0	0	3718	WAT	HY
1		CENTRAL VT PUB SERV CORP	PATCH	1996	1027	0	0	3719	WAT	HY
1		CENTRAL VT PUB SERV CORP	PIERCE MLS	1996	1461	0	0	3721	WAT	HY
1		CENTRAL VT PUB SERV CORP	PITTSFORD	1996	12376	0	0	3722	WAT	HY
1		CENTRAL VT PUB SERV CORP	SALISBURY	1996	4322	0	0	3724	WAT	HY
1		CENTRAL VT PUB SERV CORP	SILVER LAKE	1996	8368	0	0	3725	WAT	HY
1		CENTRAL VT PUB SERV CORP	TAFTSVILLE	1996	1686	0	0	3727	WAT	HY
1		CENTRAL VT PUB SERV CORP	WEYBRIDGE	1996	16526	0	0	3728	WAT	HY
1		CENTRAL VT PUB SERV CORP	PETERSON	1996	31145	0	0	3720	WAT	HY
4	2	CENTRAL VT PUB SERV CORP	RUTLAND	1996	220	1487	39277	3723	FO2	GT
4	2	CENTRAL VT PUB SERV CORP	ASCUTNEY	1996	66	934	38226	3708	FO2	GT
3	2	CENTRAL VT PUB SERV CORP	ST ALBANS	1996	0	0	2426	3726	FO2	IC
1		CENTRAL VT PUB SERV CORP	SMITH	1996	5682	0	0	3709	WAT	HY
1		CENTRAL VT PUB SERV CORP	EAST BARNET	1996	9123	0	0	788	WAT	HY
1		CITIZENS UTILITIES CO	CHARLESTON	1996	3925	0	0	3729	WAT	HY
1		CITIZENS UTILITIES CO	NEWPORT	1996	19708	0	0	3731	WAT	HY
3	2	CITIZENS UTILITIES CO	NEWPORT DSL	1996	22	40	68	3730	FO2	IC
1		CITIZENS UTILITIES CO	TROY	1996	329	0	0	3733	WAT	HY
1		GREEN MOUNTAIN POWER CORP	ESSEX 19	1996	39444	0	0	3737	WAT	HY
3	2	GREEN MOUNTAIN POWER CORP	ESSEX 19	1996	46	112	260	3737	FO2	IC
1		GREEN MOUNTAIN POWER CORP	GORGE NO 18	1996	10581	0	0	6475	WAT	HY
1		GREEN MOUNTAIN POWER CORP	MARSHFIELD6	1996	10086	0	0	3739	WAT	HY
1		GREEN MOUNTAIN POWER CORP	MIDDLESEX 2	1996	15550	0	0	3740	WAT	HY
1		GREEN MOUNTAIN POWER CORP	VERGENNES 9	1996	11083	0	0	6519	WAT	HY
3	2	GREEN MOUNTAIN POWER CORP	VERGENNES 9	1996	133	239	306	6519	FO2	IC
1		GREEN MOUNTAIN POWER CORP	WATRBRY 22	1996	19833	0	0	6520	WAT	HY
1		GREEN MOUNTAIN POWER CORP	W DANVIL 15	1996	5185	0	0	3743	WAT	HY
4	2	GREEN MOUNTAIN POWER CORP	BERLIN NO 5	1996	2021	5667	13978	3734	FO2	GT
4	2	GREEN MOUNTAIN POWER CORP	COLCHSTR 16	1996	417	1454	1638	3735	FO2	GT
1		GREEN MOUNTAIN POWER CORP	BOLTON FALL	1996	34418	0	0	7056	WAT	HY
7	D	GREEN MOUNTAIN POWER CORP	CARTHUSIANS	1996	0	0	0	7260	WI	WI
1		NEW ENGLAND POWER CO	BELLOWS FLS	1996	277042	0	0	3745	WAT	HY
1		NEW ENGLAND POWER CO	HARRIMAN	1996	131081	0	0	3746	WAT	HY
1		NEW ENGLAND POWER CO	SEARSBURG	1996	26329	0	0	6529	WAT	HY
1		NEW ENGLAND POWER CO	VERNON	1996	53753	0	0	8904	WAT	HY
1		NEW ENGLAND POWER CO	WILDER	1996	56603	0	0	8905	WAT	HY
1		PUB SERV CO OF NEW HAMP	CANAAN	1996	6707	0	0	3750	WAT	HY
2	1	VT YANKEE NUCLEAR PR CORP	VT YANKEE	1996	3798790	0	0	3751	UR	ST
1		VERMONT MARBLE CO	PROCTOR	1996	32066	0	0	6450	WAT	HY
1		VERMONT MARBLE CO	CTR RUTLAND	1996	1771	0	0	6453	WAT	HY
1		VERMONT MARBLE CO	BELDENS	1996	22899	0	0	6451	WAT	HY
4	2	VERMONT MARBLE CO	FLORENCE	1996	0	0	7159	7337	FO2	GT
1		BARTON (VILLAGE OF)	W CHARLESTN	1996	4505	0	0	3753	WAT	HY
3	2	BARTON (VILLAGE OF)	W CHARLESTN	1996	15	41	56	3753	FO2	IC
4	2	BURLINGTON (CITY OF)	GAS TURB	1996	440	1360	1325	3754	FO2	GT
2	B	BURLINGTON (CITY OF)	J C MC NEIL	1996	135156	0	0	589	WOD	ST
2	2	BURLINGTON (CITY OF)	J C MC NEIL	1996	32	4633	4826	589	FO2	ST
2	9	BURLINGTON (CITY OF)	J C MC NEIL	1996	97	24151	0	589	NG	ST
1		ENOSBURG FALLS (VILLAGE)	KENDALL	1996	1131	0	0	3757	WAT	HY
3	2	ENOSBURG FALLS (VILLAGE)	DIESEL PLT	1996	16	31	222	4247	FO2	IC
1		ENOSBURG FALLS (VILLAGE)	VILLAGE PLT	1996	3629	0	0	4246	WAT	HY
1		HARDWICK (VILLAGE OF)	WOLCOTT	1996	3440	0	0	6477	WAT	HY
3	2	HARDWICK (VILLAGE OF)	HARDWICK	1996	0	0	0	6476	FO2	IC
1		LYNDONVILLE (CITY OF)	GREAT FALLS	1996	4250	0	0	3762	WAT	HY
1		LYNDONVILLE (CITY OF)	VAIL	1996	1583	0	0	3763	WAT	HY
1		MORRISVILLE (VILLAGE OF)	CADYS FALLS	1996	1207	0	0	3765	WAT	HY
1		MORRISVILLE (VILLAGE OF)	MORRISVILLE	1996	5977	0	0	3764	WAT	HY
1		MORRISVILLE (VILLAGE OF)	W K SANDERS	1996	942	0	0	678	WAT	HY
1		SWANTON (VILLAGE OF)	HIGHGATE FL	1996	47410	0	0	6618	WAT	HY
1		VERMONT ELECTRIC COOP	N HARTLAND	1996	0	0	0	590	WAT	HY
1		WASHINGTON ELECTRIC COOP	WRIGHTSVILE	1996	3087	0	0	7051	WAT	HY
2	1	BOSTON EDISON CO	PILGRIM	1996	5324341	0	0	1590	UR	ST
4	2	BOSTON EDISON CO	EDGAR	1996	507	1527	835	1585	FO2	GT
4	2	BOSTON EDISON CO	FRAMINGHAM	1996	948	2822	1686	1586	FO2	GT
4	2	BOSTON EDISON CO	L STREET	1996	561	1406	565	1587	FO2	GT
2	2	BOSTON EDISON CO	MYSTIC	1996	11476	20332	1723	1588	FO2	ST
2	3	BOSTON EDISON CO	MYSTIC	1996	1786458	2867896	526260	1588	FO6	ST
2	9	BOSTON EDISON CO	MYSTIC	1996	721471	7120867	0	1588	NG	ST
4	2	BOSTON EDISON CO	MYSTIC	1996	348	632	467	1588	FO2	GT
2	2	BOSTON EDISON CO	NEW BOSTON	1996	0	0	60	1589	FO2	ST
2	3	BOSTON EDISON CO	NEW BOSTON	1996	27074	46935	82162	1589	FO6	ST
2	9	BOSTON EDISON CO	NEW BOSTON	1996	2847083	28359968	0	1589	NG	ST
4	2	BOSTON EDISON CO	WEST MEDWAY	1996	3610	10487	6704	1592	FO2	GT
4	9	BOSTON EDISON CO	WEST MEDWAY	1996	482	3875	0	1592	NG	GT
2	3	COMMONWEALTH ENERGY SYS	BLACKSTONE	1996	590	1377	2211	1594	FO6	ST
2	9	COMMONWEALTH ENERGY SYS	BLACKSTONE	1996	888	17194	0	1594	NG	ST
2	3	COMMONWEALTH ENERGY SYS	KENDALL SQ	1996	30392	46562	38771	1595	FO6	ST
2	9	COMMONWEALTH ENERGY SYS	KENDALL SQ	1996	51126	716340	0	1595	NG	ST
4	2	COMMONWEALTH ENERGY SYS	KENDALL SQ	1996	746	1822	1719	1595	FO2	GT
2	3	COMMONWEALTH ENERGY SYS	CANAL	1996	2786535	3982579	32833	1599	FO6	ST
3	2	COMMONWEALTH ENERGY SYS	OAK BLUFFS	1996	297	539	1142	1597	FO2	IC
3	2	COMMONWEALTH ENERGY SYS	W TISBURY	1996	305	558	2017	6049	FO2	IC
4	2	FITCHBURG GAS & ELEC LGT	FITCHBURG	1996	624	1799	1360	1601	FO2	GT
1		HOLYOKE WTR PWR CO	BB HOLBROOK	1996	1546	0	0	1602	WAT	HY
1		HOLYOKE WTR PWR CO	CHEMICAL	1996	2812	0	0	1604	WAT	HY
1		HOLYOKE WTR PWR CO	HADLEY FLLS	1996	198995	0	0	1605	WAT	HY
1		HOLYOKE WTR PWR CO	RIVERSIDE	1996	22569	0	0	1607	WAT	HY
1		HOLYOKE WTR PWR CO	BOATLOCK	1996	12240	0	0	1603	WAT	HY
1		HOLYOKE WTR PWR CO	SKINNER	1996	1211	0	0	1608	WAT	HY
2	2	HOLYOKE WTR PWR CO	MT TOM	1996	2700	4726	401	1606	FO2	ST
2	6	HOLYOKE WTR PWR CO	MT TOM	1996	953910	374600	91158	1606	BIT	ST
2	3	MONTAUP ELECTRIC COMPANY	SOMERSET	1996	40097	66185	82015	1613	FO6	ST
2	6	MONTAUP ELECTRIC COMPANY	SOMERSET	1996	650597	243712	89901	1613	BIT	ST
4	2	MONTAUP ELECTRIC COMPANY	SOMERSET	1996	1490	3632	4894	1613	FO2	GT
3	2	NANTUCKET ELEC CO	NANTUCKET	1996	99861	178875	6725	1615	FO2	IC
1		NEW ENGLAND POWER CO	DEERFIELD 2	1996	32873	0	0	6047	WAT	HY
1		NEW ENGLAND POWER CO	DEERFIELD 3	1996	35392	0	0	6083	WAT	HY
1		NEW ENGLAND POWER CO	DEERFIELD 4	1996	29553	0	0	6119	WAT	HY
1		NEW ENGLAND POWER CO	DEERFIELD 5	1996	65967	0	0	1620	WAT	HY
1		NEW ENGLAND POWER CO	SHERMAN	1996	33804	0	0	6012	WAT	HY
2	3	NEW ENGLAND POWER CO	BRAYTON PT	1996	306921	555925	267828	1619	FO6	ST
2	6	NEW ENGLAND POWER CO	BRAYTON PT	1996	7879879	2922149	390260	1619	BIT	ST
2	9	NEW ENGLAND POWER CO	BRAYTON PT	1996	298324	3526885	0	1619	NG	ST
3	2	NEW ENGLAND POWER CO	BRAYTON PT	1996	353	653	0	1619	FO2	IC
2	3	NEW ENGLAND POWER CO	SALEM HABR	1996	934368	1599945	264363	1626	FO6	ST
2	6	NEW ENGLAND POWER CO	SALEM HABR	1996	2016150	865955	132266	1626	BIT	ST
3	2	NEW ENGLAND POWER CO	GLOUCESTER	1996	2749	5177	1476	1624	FO2	IC
3	2	NEW ENGLAND POWER CO	NEWBURYPORT	1996	334	626	945	1625	FO2	IC
1		NEW ENGLAND POWER CO	FIFE BROOK	1996	36855	0	0	8004	WAT	HY
1		NEW ENGLAND POWER CO	BEAR SWAMP	1996	-195755	710155	0	8005	WAT	HY
1		W MASSACHUSETTS ELEC CO	CABOT	1996	311317	0	0	1629	WAT	HY
1		W MASSACHUSETTS ELEC CO	COBBLE MT	1996	36540	0	0	1630	WAT	HY
1		W MASSACHUSETTS ELEC CO	DWIGHT	1996	4912	0	0	6378	WAT	HY
1		W MASSACHUSETTS ELEC CO	GARDER FLS	1996	15867	0	0	1634	WAT	HY
1		W MASSACHUSETTS ELEC CO	IND ORCHARD	1996	14715	0	0	6379	WAT	HY
1		W MASSACHUSETTS ELEC CO	PUTTS BRDGE	1996	10960	0	0	1637	WAT	HY
1		W MASSACHUSETTS ELEC CO	RED BRIDGE	1996	23373	0	0	1638	WAT	HY
1		W MASSACHUSETTS ELEC CO	TURNERS FL	1996	22739	0	0	6388	WAT	HY
1		W MASSACHUSETTS ELEC CO	NORTHFLD MT	1996	-462212	1660693	0	547	WAT	HY
4	2	W MASSACHUSETTS ELEC CO	DOREEN	1996	-31	361	977	1631	FO2	GT
2	2	W MASSACHUSETTS ELEC CO	W SPRINGFLD	1996	104	203	455	1642	FO2	ST
2	3	W MASSACHUSETTS ELEC CO	W SPRINGFLD	1996	32117	65621	74219	1642	FO6	ST
2	9	W MASSACHUSETTS ELEC CO	W SPRINGFLD	1996	109173	1265133	0	1642	NG	ST
4	2	W MASSACHUSETTS ELEC CO	W SPRINGFLD	1996	-47	188	765	1642	FO2	GT
4	2	W MASSACHUSETTS ELEC CO	WOODLAND RD	1996	88	681	636	1643	FO2	GT
3	2	BRAINTREE (CITY OF)	POTTER	1996	58	107	0	1660	FO2	IC
5	9	BRAINTREE (CITY OF)	POTTER	1996	0	0	0	1660	NG	CC
6	2	BRAINTREE (CITY OF)	POTTER	1996	2555	4655	0	1660	FO2	CT
6	9	BRAINTREE (CITY OF)	POTTER	1996	97224	1020695	0	1660	NG	CT
1		HOLYOKE (CITY OF)	HOLYOKE	1996	6550	0	0	9864	WAT	HY
2	3	HOLYOKE (CITY OF)	HOLYOKE	1996	-508	558	24624	9864	FO6	ST
2	9	HOLYOKE (CITY OF)	HOLYOKE	1996	-2596	15742	0	9864	NG	ST
3	2	HUDSON (CITY OF)	CHERRY ST	1996	669	1265	7799	9038	FO2	IC
3	9	HUDSON (CITY OF)	CHERRY ST	1996	801	8968	0	9038	NG	IC
3	2	IPSWICH (CITY OF)	IPSWICH	1996	293	763	853	1670	FO2	IC
3	9	IPSWICH (CITY OF)	IPSWICH	1996	845	8495	0	1670	NG	IC
3	2	MARBLEHEAD (CITY OF)	COMM ST 2	1996	23	46	103	6585	FO2	IC
3	2	MARBLEHEAD (CITY OF)	WILKINS STA	1996	175	320	573	6586	FO2	IC
4	2	MASS MUN WHOLESALE ELEC	STONY BROOK	1996	6056	13333	0	6081	FO2	GT
5	2	MASS MUN WHOLESALE ELEC	STONY BROOK	1996	26768	0	0	6081	FO2	CC
5	9	MASS MUN WHOLESALE ELEC	STONY BROOK	1996	77470	701173	0	6081	NG	CC
6	2	MASS MUN WHOLESALE ELEC	STONY BROOK	1996	89654	186225	195074	6081	FO2	CT
6	9	MASS MUN WHOLESALE ELEC	STONY BROOK	1996	205100	1856612	0	6081	NG	CT
4	2	PEABODY (CITY OF)	WATERS RIVR	1996	391	830	5321	1678	FO2	GT
4	9	PEABODY (CITY OF)	WATERS RIVR	1996	2169	26021	0	1678	NG	GT
3	2	SHREWSBURY (CITY OF)	SHREWSBURY	1996	179	327	2047	6125	FO2	IC
2	3	TAUNTON (CITY OF)	CLRY FLOOD	1996	3651	7683	16608	1682	FO6	ST
5	3	TAUNTON (CITY OF)	CLRY FLOOD	1996	17398	32050	0	1682	FO6	CC
5	9	TAUNTON (CITY OF)	CLRY FLOOD	1996	19194	202863	0	1682	NG	CC
6	2	TAUNTON (CITY OF)	CLRY FLOOD	1996	2441	8330	976	1682	FO2	CT
6	3	TAUNTON (CITY OF)	CLRY FLOOD	1996	0	0	0	1682	FO6	CT
6	9	TAUNTON (CITY OF)	CLRY FLOOD	1996	21045	240299	0	1682	NG	CT
3	2	BLOCK ISLAND POWER CO	BLOCK ISL	1996	429	780	2060	6567	FO2	IC
2	3	NEW ENGLAND POWER CO	MANCHSTR ST	1996	0	0	0	3236	FO6	ST
2	6	NEW ENGLAND POWER CO	MANCHSTR ST	1996	0	0	0	3236	BIT	ST
2	9	NEW ENGLAND POWER CO	MANCHSTR ST	1996	0	0	0	3236	NG	ST
6	2	NEW ENGLAND POWER CO	MANCHSTR ST	1996	60744	72931	20892	3236	FO2	GT
6	9	NEW ENGLAND POWER CO	MANCHSTR ST	1996	3239436	25070946	0	3236	NG	GT
3	2	NEWPORT ELECTRIC CORP	ELDRED	1996	333	578	809	3240	FO2	IC
3	2	NEWPORT ELECTRIC CORP	JEPSON	1996	169	326	843	3241	FO2	IC
1		PROVIDENCE (CITY OF)	PROVIDENCE	1996	0	0	0	3245	WAT	HY
1		CONNECTICUT LGT & PWR CO	BULLS BRDGE	1996	45315	0	0	541	WAT	HY
1		CONNECTICUT LGT & PWR CO	ROBERTSVLE	1996	36	0	0	549	WAT	HY
1		CONNECTICUT LGT & PWR CO	ROCKY RIVER	1996	11142	9143	0	539	WAT	HY
1		CONNECTICUT LGT & PWR CO	SCOTLAND DM	1996	5167	0	0	551	WAT	HY
1		CONNECTICUT LGT & PWR CO	SHEPAUG	1996	179409	0	0	552	WAT	HY
1		CONNECTICUT LGT & PWR CO	STEVENSON	1996	150455	0	0	553	WAT	HY
1		CONNECTICUT LGT & PWR CO	TAFTVILLE	1996	9119	0	0	554	WAT	HY
1		CONNECTICUT LGT & PWR CO	TUNNEL	1996	9982	0	0	557	WAT	HY
4	2	CONNECTICUT LGT & PWR CO	TUNNEL	1996	402	1329	1017	557	FO2	GT
4	2	CONNECTICUT LGT & PWR CO	COS COB	1996	2249	6666	6073	542	FO2	GT
2	2	CONNECTICUT LGT & PWR CO	DEVON	1996	543	1136	0	544	FO2	ST
2	3	CONNECTICUT LGT & PWR CO	DEVON	1996	157876	315340	191203	544	FO6	ST
2	9	CONNECTICUT LGT & PWR CO	DEVON	1996	520356	5723073	0	544	NG	ST
4	2	CONNECTICUT LGT & PWR CO	DEVON	1996	333	4812	50725	544	FO2	GT
4	9	CONNECTICUT LGT & PWR CO	DEVON	1996	156754	1784611	0	544	NG	GT
2	2	CONNECTICUT LGT & PWR CO	MONTVILLE	1996	2308	4865	369	546	FO2	ST
2	3	CONNECTICUT LGT & PWR CO	MONTVILLE	1996	717462	1355373	202521	546	FO6	ST
2	9	CONNECTICUT LGT & PWR CO	MONTVILLE	1996	74203	890510	0	546	NG	ST
3	2	CONNECTICUT LGT & PWR CO	MONTVILLE	1996	192	351	429	546	FO2	IC
2	2	CONNECTICUT LGT & PWR CO	NORWALK HAR	1996	6607	13976	1098	548	FO2	ST
2	3	CONNECTICUT LGT & PWR CO	NORWALK HAR	1996	1020626	1674372	336364	548	FO6	ST
4	2	CONNECTICUT LGT & PWR CO	NORWALK HAR	1996	72	271	0	548	FO2	GT
4	9	CONNECTICUT LGT & PWR CO	NORWALK HAR	1996	0	0	0	548	NG	GT
1		CONNECTICUT LGT & PWR CO	BANTAM	1996	1354	0	0	6457	WAT	HY
1		CONNECTICUT LGT & PWR CO	FLS VILLAGE	1996	61857	0	0	560	WAT	HY
4	2	CONNECTICUT LGT & PWR CO	FRANKLIN DR	1996	346	1325	519	561	FO2	GT
2	2	CONNECTICUT LGT & PWR CO	MIDDLETOWN	1996	853	1819	173	562	FO2	ST
2	3	CONNECTICUT LGT & PWR CO	MIDDLETOWN	1996	1396567	2553877	524691	562	FO6	ST
4	2	CONNECTICUT LGT & PWR CO	MIDDLETOWN	1996	255	703	874	562	FO2	GT
2	C	CONNECTICUT LGT & PWR CO	S MEADOW	1996	436552	0	0	563	GEO	ST
4	2	CONNECTICUT LGT & PWR CO	S MEADOW	1996	9485	24137	66422	563	FO2	GT
4	9	CONNECTICUT LGT & PWR CO	S MEADOW	1996	13227	144621	0	563	NG	GT
4	2	CONNECTICUT LGT & PWR CO	TORRINGTN T	1996	579	1733	686	565	FO2	GT
4	2	CONNECTICUT LGT & PWR CO	BRANFORD	1996	292	1559	1006	540	FO2	GT
2	1	CONN YANKEE ATOMIC PWR CO	HADDAM NECK	1996	2785517	0	0	558	UR	ST
1		FARMINGTON RIVER POWER CO	RAINBOW	1996	44263	0	0	559	WAT	HY
2	1	NORTHEAST NUCL ENERGY CO	MILLSTONE	1996	-26226	0	0	566	UR	ST
2	1	NORTHEAST NUCL ENERGY CO	MILLSTONE	1996	1031746	0	0	566	UR	ST
2	1	NORTHEAST NUCL ENERGY CO	MILLSTONE	1996	2434196	0	0	566	UR	ST
