category,company.name,heat.rate,main.mmbtu,net.mwh,plant.id,plant.name,year
C,Karnavati Holdings Inc ,46.8771938219004,14563530,310674.099975586,C0017 ,Argus Cogen Plant,2015
C,Los Angeles Department of Water & Power (LADWP) ,9.81183913056702,116139600,11836680,C0023 ,Intermountain Power Project (UT),2015
C,Rio Bravo ,0.5,0.0599999986588955,0.119999997317791,C0018 ,Rio Bravo Jasmin,2015
C,Rio Bravo ,0.5,0.0599999986588955,0.119999997317791,C0022 ,Rio Bravo Poso,2015
C,Tesoro Refining & Marketing Company LLC ,14.4868619567966,3322330,229334,C0002 ,Los Angeles Refinery - Calciner,2015
E,Ameresco Inc ,11.7723492723493,169875,14430,E0248 ,Ameresco Butte County Neal Road Landfill,2015
E,Ameresco Inc ,13.4773215844029,633205,46983,E0250 ,Ameresco Chiquita Energy,2015
E,Ameresco Inc ,9.9993690652702,316970,31699,E0252 ,Ameresco Forward LLC,2015
E,Ameresco Inc ,10.7774761199049,865399,80297,E0218 ,Ameresco Half Moon Bay (Ox Mountain Landfill),2015
E,Ameresco Inc ,10.6797526744528,108816,10189,E0255 ,Ameresco Johnson Canyon,2015
E,Ameresco Inc ,10.6799937284415,272468,25512,E0217 ,Ameresco Keller Canyon,2015
E,Ameresco Inc ,9.95753103501288,259085,26019,E0253 ,Ameresco San Joaquin LLC,2015
E,Ameresco Inc ,12.5357660845855,216079,17237,E0214 ,Ameresco Santa Cruz Energy,2015
E,Ameresco Inc ,9.92239734039278,322339,32486,E0071 ,Ameresco Vasco Road LLC,2015
E,Bio Energy Partners/WM Renewable Energy ,14.1247412178371,859660,60862,E0106 ,Altamont Gas Recovery,2015
E,Blue Lake Power LLC ,17.0289313709592,483419,28388.099609375,E0097 ,Blue Lake,2015
E,Brea Parent 2007 LLC c/o Broadrock Renewables LLC ,10.8221063828763,2248390,207759,E0249 ,Brea Expansion Plant - Brea Power II LLC,2015
E,Buena Vista Biomass Power ,0.703240324865951,75938,107983,E0201 ,Buena Vista Biomass,2015
E,Burney Forest Power ,17.2071427607337,3824580,222267,E0005 ,Burney Forest Products,2015
E,California Bioenergy LLC ,10.6298185384993,108371,10195,E0257 ,ABEC Bidart-Old River LLC,2015
E,City of Oxnard Wastewater Division ,10.0153388636719,63988,6389,E0211 ,Oxnard Wastewater Treatment Plant,2015
E,City of San Diego ,16.967706622879,620000,36540,E0171 ,Gas Utilization Facility (Pt. Loma Sewage TP),2015
E,City of San Diego ,21.6384608907973,257000,11877,E0244 ,North City Cogeneration Facility Expansion (NCCFE),2015
E,City of Santa Maria ,20,136040,6802,E0228 ,Santa Maria II Landfill,2015
E,City of Sunnyvale Water Pollution Control Plant ,8.53219775654341,82148,9628,E0181 ,Sunnyvale Water Pollution Control Plant,2015
E,Collins Pine Co ,43.8546745359678,1025410,23382,E0026 ,Collins Pine Co Project,2015
E,Community Renewable Energy Services Inc ,20.6571084283578,925707,44813,E0033 ,Dinuba Energy,2015
E,County of Riverside Waste Management Department ,15.1506203040363,86707,5723,E0210 ,RCWMD Badlands Power Plant,2015
E,County of Sacramento Waste Management ,12.9474349648412,747559,57738,E0203 ,Kiefer Landfill Gas-to-Energy Facility,2015
E,County Sanitation Districts of Los Angeles County ,15.0046608728362,521052,34726.009765625,E0227 ,Calabasas Gas-to-Energy Facility,2015
E,County Sanitation Districts of Los Angeles County ,14.9233543733093,1208150,80957,E0113 ,Commerce Refuse To Energy,2015
E,County Sanitation Districts of Los Angeles County ,11.82306867281,3896140,329537.119999997,E0127 ,Puente Hills Energy Recovery,2015
E,County Sanitation Districts of Los Angeles County ,9.39332920280876,181930,19368,E0128 ,Puente Hills Gas-to-Energy Facility  Phase II,2015
E,County Sanitation Districts of Los Angeles County ,16.0598458240204,352080,21923,E0129 ,Spadra Landfill Gas to Energy,2015
E,County Sanitation Districts of Los Angeles County ,10.6826162303903,1645860,154069,E0212 ,Total Energy Facilities,2015
E,Covanta Delano/Mendota ,18.7825372282935,5004870,266464,E0029 ,Covanta Delano  Inc,2015
E,Covanta Delano/Mendota ,16.7050049170409,101017,6047.10986328125,E0052 ,Covanta Mendota LP,2015
E,Covanta Energy Inc ,17.9270197078416,2720730,151767,E0150 ,Stanislaus Resource Recovery Facility,2015
E,Desert View Power (formerly Colmac Energy Inc) ,16.4399088759301,5311340,323076,E0027 ,Desert View Power (Mecca Plant),2015
E,DTE Energy Services ,16.6558971141782,3185940,191280,E0105 ,Woodland Biomass Power Ltd,2015
