category,company.name,heat.rate,main.mmbtu,net.mwh,plant.id,plant.name,year
C,ACE Cogeneration Co ,13.7070090757368,7613380,555437,C0001 ,ACE Cogeneration (ACE is Argus Cogen Expansion - Retired),2012
C,Air Products and Chemicals Inc ,10.3828373004504,905996,87259,C0021 ,Stockton CoGen (Retired 3/31/2012 - Repowered E0002),2012
C,GWF Power Systems LP ,11.4092233665442,110609,9694.7001953125,C0008 ,East Third Street Power Plant - Retired April 2012,2012
C,GWF Power Systems LP ,12.6436575885474,227051,17957.69921875,C0009 ,Loveridge Road Power Plant - Retired April 2012,2012
C,GWF Power Systems LP ,13.113042001585,231655,17666,C0012 ,Nichols Road Power Plant - Retired April 2012,2012
C,GWF Power Systems LP ,13.1924997425139,227659,17256.69921875,C0010 ,Wilbur East Power Plant - Retired April 2012,2012
C,GWF Power Systems LP ,11.3967124603987,172577,15142.7001953125,C0011 ,Wilbur West Power Plant - Retired April 2012,2012
C,Jackson Valley Energy Part LP ,0,0,0.100000001490116,C0005 ,Buena Vista Biomass Power (Jackson Valley) Retired Dec 2012,2012
C,Karnavati Holdings Inc ,44.8404430513358,14777620,329560.08001709,C0017 ,Argus Cogen Plant,2012
C,Los Angeles Department of Water & Power (LADWP) ,10.1378676470588,98497900,9715840,C0023 ,Intermountain Power Project (UT),2012
C,Rio Bravo ,11.7253659551835,2028160,172972,C0018 ,Rio Bravo Jasmin,2012
C,Rio Bravo ,11.3895342405133,1338350,117507,C0022 ,Rio Bravo Poso,2012
C,Tesoro Refining & Marketing Company LLC ,14.9306495334302,3585700,240157,C0002 ,Los Angeles Refinery - Calciner,2012
E,Ameresco Inc ,10.6140786749482,25633,2415,E0248 ,Ameresco Butte County Neal Road Landfill,2012
E,Ameresco Inc ,13.8789014583617,610977,44022,E0250 ,Ameresco Chiquita Energy,2012
E,Ameresco Inc ,11.2732589226039,1012023,89772,E0218 ,Ameresco Half Moon Bay (Ox Mountain Landfill),2012
E,Ameresco Inc ,6.06907295084684,183110,30171,E0217 ,Ameresco Keller Canyon,2012
E,Ameresco Inc ,11.3569343426847,229535,20211,E0214 ,Ameresco Santa Cruz Energy,2012
E,Bio Energy Partners/WM Renewable Energy ,17.1032904893882,919490,53761,E0106 ,Altamont Gas Recovery,2012
E,Blue Lake Power LLC ,22.9193113755826,1217020,53100.19921875,E0097 ,Blue Lake,2012
E,Brea Parent 2007 LLC c/o Broadrock Renewables LLC ,20.6646538175201,249815,12089,E0249 ,Brea Expansion Plant - Brea Power II LLC,2012
E,Burney Forest Power ,18.0621868094245,4062240,224903,E0005 ,Burney Forest Products,2012
E,City of Oxnard Wastewater Division ,11.6921387101836,74514,6373,E0211 ,Oxnard Wastewater Treatment Plant,2012
E,City of San Diego ,17.0933333333333,641000,37500,E0171 ,Gas Utilization Facility (Pt. Loma Sewage TP),2012
E,City of San Diego ,,0,0,E0244 ,North City Cogeneration Facility Expansion (NCCFE),2012
E,City of Santa Maria ,20.0001617076326,123681,6184,E0228 ,Santa Maria II Landfill,2012
E,City of Sunnyvale Water Pollution Control Plant ,9.03437064561078,77804,8612,E0181 ,Sunnyvale Water Pollution Control Plant,2012
E,Collins Pine Co ,23.7908907079271,754678,31721.30078125,E0026 ,Collins Pine Co Project,2012
E,Community Renewable Energy Services Inc ,20.3376679725884,1593680,78361,E0033 ,Dinuba Energy,2012
E,County of Riverside Waste Management Department ,11.4592933947773,29840,2604,E0210 ,RCWMD Badlands Power Plant,2012
E,County of Sacramento Waste Management ,12.3303097377139,852308,69123,E0203 ,Kiefer Landfill Gas-to-Energy Facility,2012
E,County Sanitation Districts of Los Angeles County ,12.4757108008075,593245,47552,E0227 ,Calabasas Gas-to-Energy Facility,2012
E,County Sanitation Districts of Los Angeles County ,14.6131143162393,1094230,74880,E0113 ,Commerce Refuse To Energy,2012
E,County Sanitation Districts of Los Angeles County ,11.662057379616,4749879,407293.399902344,E0127 ,Puente Hills Energy Recovery,2012
E,County Sanitation Districts of Los Angeles County ,10.8314719224151,346228,31965,E0128 ,Puente Hills Gas-to-Energy Facility  Phase II,2012
E,County Sanitation Districts of Los Angeles County ,15.471191813581,556375,35962,E0129 ,Spadra Landfill Gas to Energy,2012
E,County Sanitation Districts of Los Angeles County ,13.0800685540883,1726258,131976.219609372,E0212 ,Total Energy Facilities,2012
E,Covanta Delano/Mendota ,13.4819252041003,4341490,322023,E0029 ,Covanta Delano  Inc,2012
E,Covanta Delano/Mendota ,17.313320133897,2911910,168189,E0052 ,Covanta Mendota LP,2012
E,Covanta Energy Inc ,21.7325414105243,405288,18648.900390625,E0150 ,Stanislaus Resource Recovery Facility,2012
E,Desert View Power (formerly Colmac Energy Inc) ,16.3581747655844,5355830,327410,E0027 ,Desert View Power (Mecca Plant),2012
E,DTE Energy Services ,23.9964204644666,4397680,183264,E0105 ,Woodland Biomass Power Ltd,2012
E,East Bay Municipal Utility District (EBMUD) ,11.9415313891682,249375,20883,E0242 ,EBMUD Wastewater Treatment Plant Digester Gas Turbine,2012
E,East Bay Municipal Utility District (EBMUD) ,10.1541674316137,221239,21788,E0036 ,EBMUD Wastewater Treatment Plant Power Generation Station,2012
E,Eel River Power LLC ,24.8100819442246,3452184,139144.401367188,E0063 ,Scotia,2012
E,Encina Wastewater Authority ,10.6864315798167,129402,12109,E0251 ,Encina Water Pollution Control,2012
E,Energy 2001 Inc ,11.7245519107203,208017,17742,E0225 ,Lincoln Landfill - WPWMA,2012
E,Fortistar Methane Group ,14.9620421753607,67404,4505,E0118 ,American Canyon Power Plant (Retired 2013),2012
E,Fortistar Methane Group ,18.5865767878077,951261,51180,E0117 ,Coyote Canyon,2012
E,Fortistar Methane Group ,14.1992681304059,213415,15030,E0120 ,Guadalupe Power Plant (Retired 2013),2012
E,Fortistar Methane Group ,14.0089541468359,79472.796875,5673,E0123 ,Marsh Road Power Plant (Retired 2013),2012
E,Fortistar Methane Group ,10.3729048344646,149764,14438,E0205 ,Miramar Energy LLC LFG,2012
E,Fortistar Methane Group ,10.1541361820549,452448,44558,E0168 ,MM Lopez Energy LLC,2012
E,Fortistar Methane Group ,11.9578986243191,518064,43324,E0194 ,MM Prima Deshecha Energy LLC,2012
E,Fortistar Methane Group ,11.7377163481257,572378,48764,E0054 ,MM San Diego LLC - Miramar Landfill,2012
E,Fortistar Methane Group ,13.1692546583851,364683,27692,E0202 ,MM San Diego LLC - North City,2012
E,Fortistar Methane Group ,11.7756122579818,275514,23397,E0095 ,MM Tajiguas Energy LLC,2012
E,Fortistar Methane Group ,0,0,0.400000005960464,E0101 ,MM Tulare Energy LLC,2012
E,Fortistar Methane Group ,18.3699530426305,765588,41676.1000000015,E0152 ,MM West Covina LLC,2012
E,Fortistar Methane Group ,11.8592988773565,223951,18884,E0154 ,MM Yolo Power LLC Facility,2012
E,Fortistar Methane Group ,16.0448304847296,114528,7138,E0204 ,MN Colton Genco LLC (Retired 2013),2012
E,Fortistar Methane Group ,16.1432848588537,226458,14028,E0209 ,MN Mid Valley Genco LLC,2012
E,Fortistar Methane Group ,19.120867768595,222108,11616,E0206 ,MN Milliken Genco LLC (Retired 2014),2012
E,Fortistar Methane Group ,13.5058778915434,142460,10548,E0179 ,Newby Island I,2012
E,Fortistar Methane Group ,11.7161465654578,125023,10671,E0132 ,Santa Cruz Energy LLC,2012
E,G2 Energy (Ostrom Road) LLC ,23.4460007371913,254436,10852,E0237 ,Ostrom Road,2012
E,Gas Recovery Systems Inc ,12.2875442440587,145804,11866,E0075 ,San Marcos,2012
E,Gas Recovery Systems Inc ,19.5243120215187,283083,14499,E0094 ,Sycamore Landfill San Diego,2012
E,Global Ampersand LLC ,23.346584565416,1380110,59114,E0018 ,Chowchilla II Biomass,2012
E,Global Ampersand LLC ,23.3797780517879,1327270,56770,E0007 ,El Nido Biomass,2012
E,HL Power Co ,14.5359380982127,2885500,198508,E0041 ,HL Power Company (Honey Lake),2012
E,IHI Power Services Corp ,20.1920885108276,2905480,143892,E0100 ,Pacific Ultrapower Chinese,2012
E,Los Angeles Department of Water & Power (LADWP) ,13.6820004949668,438281,32033.400390625,E0153 ,Bradley Landfill,2012
E,Madera Power LLC ,22.0271014941532,805258,36557.6015625,E0050 ,Madera Power (offline 3/28/2012 - repowered 2013),2012
E,Marubeni Sustainable Energy Inc ,17.3727739400469,2193000,126232,E0037 ,DG Fairhaven Power Plant,2012
E,Monterey Regional Waste Mgmt Dist ,11.0611149475799,352385,31858,E0135 ,Marina Landfill Gas (Monterey Regional Waste Management Dst),2012
E,MRWPCA ,15.342255531763,128967,8406,E0055 ,Monterey Regional Water Pollution Control Cogen,2012
E,Mt Poso Cogeneration Co ,18.0234055237437,3597670,199611,E0232 ,Mt. Poso Cogeneration,2012
E,Orange County Sanitation District ,11.7883833424575,508565,43141.1997070312,E0025 ,Plant No 2,2012
E,Otay Landfill Gas LLC ,14.0195786765297,348723,24874,E0061 ,Otay 1 & 2 Power Station,2012
E,Otay Landfill Gas LLC ,13.7696082805389,308632,22414,E0300 ,Otay 3 Power Station,2012
E,Pacific Oroville Power Inc ,22.0985631881593,2108720,95423.3984375,E0064 ,Pacific Oroville Power Inc,2012
E,Ridgewood Power Management LLC ,11.8653949973007,197808,16671,E0109 ,Brea Power Partners LP,2012
E,Rio Bravo ,14.9211765357558,2693720,180530,E0098 ,Rio Bravo Fresno,2012
